,instance_name,iteration,makespan_stnu,makespan_lb,time_initial_cp,time_build_stnu,time_dc_checking,time_rte,time_cp_lb,status,schedule_feasibility
0,j10_PSP_1,0,30,26,0.0371851921081543,0.0058727264404296875,0.18186116218566895,0.0026149749755859375,0.03324079513549805,feasible_and_dc,True
1,j10_PSP_1,1,30,26,0.0371851921081543,0.0058727264404296875,0.18186116218566895,0.002456188201904297,0.03161215782165527,feasible_and_dc,True
2,j10_PSP_1,2,29,26,0.0371851921081543,0.0058727264404296875,0.18186116218566895,0.0024061203002929688,0.03248000144958496,feasible_and_dc,True
3,j10_PSP_1,3,29,26,0.0371851921081543,0.0058727264404296875,0.18186116218566895,0.0024881362915039062,0.03143191337585449,feasible_and_dc,True
4,j10_PSP_1,4,29,26,0.0371851921081543,0.0058727264404296875,0.18186116218566895,0.0024900436401367188,0.032182931900024414,feasible_and_dc,True
5,j10_PSP_1,5,29,26,0.0371851921081543,0.0058727264404296875,0.18186116218566895,0.0024518966674804688,0.035186052322387695,feasible_and_dc,True
6,j10_PSP_1,6,29,26,0.0371851921081543,0.0058727264404296875,0.18186116218566895,0.0024192333221435547,0.034931182861328125,feasible_and_dc,True
7,j10_PSP_1,7,29,26,0.0371851921081543,0.0058727264404296875,0.18186116218566895,0.0024178028106689453,0.03383827209472656,feasible_and_dc,True
8,j10_PSP_1,8,29,26,0.0371851921081543,0.0058727264404296875,0.18186116218566895,0.002318859100341797,0.03152322769165039,feasible_and_dc,True
9,j10_PSP_1,9,29,29,0.0371851921081543,0.0058727264404296875,0.18186116218566895,0.00251007080078125,0.03202700614929199,feasible_and_dc,True
10,j10_PSP_2,0,inf,inf,0.03173398971557617,0.0,0.0,0.0,0,infeasible,
11,j10_PSP_3,0,inf,inf,0.038630008697509766,0.005985736846923828,0.19025397300720215,0.0,0,feasible_but_not_dc,
12,j10_PSP_4,0,inf,inf,0.03636980056762695,0.006564140319824219,0.18719482421875,0.0,0,feasible_but_not_dc,
13,j10_PSP_5,0,inf,inf,0.03946280479431152,0.00573420524597168,0.19845104217529297,0.0,0,feasible_but_not_dc,
14,j10_PSP_6,0,inf,inf,0.032621145248413086,0.0,0.0,0.0,0,infeasible,
15,j10_PSP_7,0,inf,inf,0.033479928970336914,0.0054378509521484375,0.18628573417663574,0.0,0,feasible_but_not_dc,
16,j10_PSP_8,0,inf,inf,0.033776044845581055,0.005172014236450195,0.1917407512664795,0.0,0,feasible_but_not_dc,
17,j10_PSP_9,0,46,41,0.03553414344787598,0.005502223968505859,0.18840789794921875,0.002613067626953125,0.03705334663391113,feasible_and_dc,True
18,j10_PSP_9,1,45,40,0.03553414344787598,0.005502223968505859,0.18840789794921875,0.002482891082763672,0.04170799255371094,feasible_and_dc,True
19,j10_PSP_9,2,50,44,0.03553414344787598,0.005502223968505859,0.18840789794921875,0.0025551319122314453,0.034844160079956055,feasible_and_dc,True
20,j10_PSP_9,3,47,44,0.03553414344787598,0.005502223968505859,0.18840789794921875,0.002481222152709961,0.03466296195983887,feasible_and_dc,True
21,j10_PSP_9,4,45,40,0.03553414344787598,0.005502223968505859,0.18840789794921875,0.002460002899169922,0.03629326820373535,feasible_and_dc,True
22,j10_PSP_9,5,47,43,0.03553414344787598,0.005502223968505859,0.18840789794921875,0.002621173858642578,0.037593841552734375,feasible_and_dc,True
23,j10_PSP_9,6,46,42,0.03553414344787598,0.005502223968505859,0.18840789794921875,0.0025849342346191406,0.03658914566040039,feasible_and_dc,True
24,j10_PSP_9,7,47,40,0.03553414344787598,0.005502223968505859,0.18840789794921875,0.0025069713592529297,0.035327911376953125,feasible_and_dc,True
25,j10_PSP_9,8,49,42,0.03553414344787598,0.005502223968505859,0.18840789794921875,0.0025887489318847656,0.0343019962310791,feasible_and_dc,True
26,j10_PSP_9,9,47,43,0.03553414344787598,0.005502223968505859,0.18840789794921875,0.002541780471801758,0.03503227233886719,feasible_and_dc,True
27,j10_PSP_10,0,33,30,0.06358480453491211,0.006090879440307617,0.18245911598205566,0.0027201175689697266,0.045057058334350586,feasible_and_dc,True
28,j10_PSP_10,1,35,32,0.06358480453491211,0.006090879440307617,0.18245911598205566,0.0026428699493408203,0.04655003547668457,feasible_and_dc,True
29,j10_PSP_10,2,37,32,0.06358480453491211,0.006090879440307617,0.18245911598205566,0.0026788711547851562,0.03569388389587402,feasible_and_dc,True
30,j10_PSP_10,3,34,30,0.06358480453491211,0.006090879440307617,0.18245911598205566,0.002660989761352539,0.0346369743347168,feasible_and_dc,True
31,j10_PSP_10,4,35,33,0.06358480453491211,0.006090879440307617,0.18245911598205566,0.0027129650115966797,0.050219058990478516,feasible_and_dc,True
32,j10_PSP_10,5,34,32,0.06358480453491211,0.006090879440307617,0.18245911598205566,0.002649068832397461,0.034172773361206055,feasible_and_dc,True
33,j10_PSP_10,6,33,31,0.06358480453491211,0.006090879440307617,0.18245911598205566,0.0026302337646484375,0.0343480110168457,feasible_and_dc,True
34,j10_PSP_10,7,35,29,0.06358480453491211,0.006090879440307617,0.18245911598205566,0.0027391910552978516,0.0483698844909668,feasible_and_dc,True
35,j10_PSP_10,8,34,33,0.06358480453491211,0.006090879440307617,0.18245911598205566,0.002597808837890625,0.05023527145385742,feasible_and_dc,True
36,j10_PSP_10,9,36,31,0.06358480453491211,0.006090879440307617,0.18245911598205566,0.0026459693908691406,0.03554892539978027,feasible_and_dc,True
37,j10_PSP_11,0,inf,inf,0.03629493713378906,0.005797147750854492,0.18779730796813965,0.0,0,feasible_but_not_dc,
38,j10_PSP_12,0,inf,inf,0.029620885848999023,0.0,0.0,0.0,0,infeasible,
39,j10_PSP_13,0,inf,inf,0.033312082290649414,0.00526118278503418,0.18800687789916992,0.0,0,feasible_but_not_dc,
40,j10_PSP_14,0,inf,inf,0.03634977340698242,0.0,0.0,0.0,0,infeasible,
41,j10_PSP_15,0,inf,inf,0.06479310989379883,0.005341053009033203,0.18998122215270996,0.0,0,feasible_but_not_dc,
42,j10_PSP_16,0,26,26,0.04176592826843262,0.005894184112548828,0.18424391746520996,0.002429962158203125,0.034642934799194336,feasible_and_dc,True
43,j10_PSP_16,1,27,26,0.04176592826843262,0.005894184112548828,0.18424391746520996,0.002306699752807617,0.0337371826171875,feasible_and_dc,True
44,j10_PSP_16,2,28,28,0.04176592826843262,0.005894184112548828,0.18424391746520996,0.0022437572479248047,0.03336977958679199,feasible_and_dc,True
45,j10_PSP_16,3,27,26,0.04176592826843262,0.005894184112548828,0.18424391746520996,0.0023088455200195312,0.03285384178161621,feasible_and_dc,True
46,j10_PSP_16,4,26,26,0.04176592826843262,0.005894184112548828,0.18424391746520996,0.0024030208587646484,0.03237605094909668,feasible_and_dc,True
47,j10_PSP_16,5,32,32,0.04176592826843262,0.005894184112548828,0.18424391746520996,0.0022678375244140625,0.04085206985473633,feasible_and_dc,True
48,j10_PSP_16,6,30,29,0.04176592826843262,0.005894184112548828,0.18424391746520996,0.0022649765014648438,0.03509998321533203,feasible_and_dc,True
49,j10_PSP_16,7,30,28,0.04176592826843262,0.005894184112548828,0.18424391746520996,0.002259969711303711,0.031831979751586914,feasible_and_dc,True
50,j10_PSP_16,8,27,26,0.04176592826843262,0.005894184112548828,0.18424391746520996,0.002274036407470703,0.031675100326538086,feasible_and_dc,True
51,j10_PSP_16,9,28,25,0.04176592826843262,0.005894184112548828,0.18424391746520996,0.0022389888763427734,0.03176712989807129,feasible_and_dc,True
52,j10_PSP_17,0,inf,inf,0.02978205680847168,0.0,0.0,0.0,0,infeasible,
53,j10_PSP_18,0,26,26,0.03232693672180176,0.005049705505371094,0.18679070472717285,0.002427816390991211,0.03424692153930664,feasible_and_dc,True
54,j10_PSP_18,1,28,28,0.03232693672180176,0.005049705505371094,0.18679070472717285,0.002285003662109375,0.034139156341552734,feasible_and_dc,True
55,j10_PSP_18,2,28,27,0.03232693672180176,0.005049705505371094,0.18679070472717285,0.0023088455200195312,0.03340435028076172,feasible_and_dc,True
56,j10_PSP_18,3,28,28,0.03232693672180176,0.005049705505371094,0.18679070472717285,0.0023622512817382812,0.03368496894836426,feasible_and_dc,True
57,j10_PSP_18,4,28,26,0.03232693672180176,0.005049705505371094,0.18679070472717285,0.0023238658905029297,0.0343170166015625,feasible_and_dc,True
58,j10_PSP_18,5,33,28,0.03232693672180176,0.005049705505371094,0.18679070472717285,0.002268075942993164,0.033164024353027344,feasible_and_dc,True
59,j10_PSP_18,6,28,26,0.03232693672180176,0.005049705505371094,0.18679070472717285,0.002232074737548828,0.03237414360046387,feasible_and_dc,True
60,j10_PSP_18,7,27,26,0.03232693672180176,0.005049705505371094,0.18679070472717285,0.00232696533203125,0.03291201591491699,feasible_and_dc,True
61,j10_PSP_18,8,28,27,0.03232693672180176,0.005049705505371094,0.18679070472717285,0.002332925796508789,0.03204989433288574,feasible_and_dc,True
62,j10_PSP_18,9,27,26,0.03232693672180176,0.005049705505371094,0.18679070472717285,0.002279043197631836,0.031139612197875977,feasible_and_dc,True
63,j10_PSP_19,0,inf,inf,0.03197288513183594,0.0052738189697265625,0.1772611141204834,0.0,0,feasible_but_not_dc,
64,j10_PSP_20,0,42,40,0.03610992431640625,0.005192995071411133,0.18753790855407715,0.002218961715698242,0.057572126388549805,feasible_and_dc,True
65,j10_PSP_20,1,41,33,0.03610992431640625,0.005192995071411133,0.18753790855407715,0.002260923385620117,0.03206896781921387,feasible_and_dc,True
66,j10_PSP_20,2,38,36,0.03610992431640625,0.005192995071411133,0.18753790855407715,0.0022530555725097656,0.03201794624328613,feasible_and_dc,True
67,j10_PSP_20,3,33,33,0.03610992431640625,0.005192995071411133,0.18753790855407715,0.002299785614013672,0.03312397003173828,feasible_and_dc,True
68,j10_PSP_20,4,36,35,0.03610992431640625,0.005192995071411133,0.18753790855407715,0.002290964126586914,0.03264212608337402,feasible_and_dc,True
69,j10_PSP_20,5,42,39,0.03610992431640625,0.005192995071411133,0.18753790855407715,0.002332925796508789,0.0346829891204834,feasible_and_dc,True
70,j10_PSP_20,6,40,37,0.03610992431640625,0.005192995071411133,0.18753790855407715,0.0023522377014160156,0.03667902946472168,feasible_and_dc,True
71,j10_PSP_20,7,38,37,0.03610992431640625,0.005192995071411133,0.18753790855407715,0.002298116683959961,0.034661054611206055,feasible_and_dc,True
72,j10_PSP_20,8,39,35,0.03610992431640625,0.005192995071411133,0.18753790855407715,0.0022830963134765625,0.03446817398071289,feasible_and_dc,True
73,j10_PSP_20,9,39,38,0.03610992431640625,0.005192995071411133,0.18753790855407715,0.0023522377014160156,0.03376007080078125,feasible_and_dc,True
74,j10_PSP_21,0,inf,inf,0.03429293632507324,0.005265235900878906,0.18532514572143555,0.0,0,feasible_but_not_dc,
75,j10_PSP_22,0,inf,inf,0.0343470573425293,0.0060999393463134766,0.17830204963684082,0.0,0,feasible_but_not_dc,
76,j10_PSP_23,0,inf,inf,0.033284664154052734,0.004907131195068359,0.1783597469329834,0.0,0,feasible_but_not_dc,
77,j10_PSP_24,0,33,33,0.03432798385620117,0.0053479671478271484,0.18350481986999512,0.0024347305297851562,0.03358006477355957,feasible_and_dc,True
78,j10_PSP_24,1,33,33,0.03432798385620117,0.0053479671478271484,0.18350481986999512,0.0022797584533691406,0.032604217529296875,feasible_and_dc,True
79,j10_PSP_24,2,34,34,0.03432798385620117,0.0053479671478271484,0.18350481986999512,0.0023119449615478516,0.03210282325744629,feasible_and_dc,True
80,j10_PSP_24,3,33,33,0.03432798385620117,0.0053479671478271484,0.18350481986999512,0.002268075942993164,0.031591176986694336,feasible_and_dc,True
81,j10_PSP_24,4,33,33,0.03432798385620117,0.0053479671478271484,0.18350481986999512,0.002271890640258789,0.03158307075500488,feasible_and_dc,True
82,j10_PSP_24,5,33,33,0.03432798385620117,0.0053479671478271484,0.18350481986999512,0.002198934555053711,0.0328519344329834,feasible_and_dc,True
83,j10_PSP_24,6,34,34,0.03432798385620117,0.0053479671478271484,0.18350481986999512,0.0022449493408203125,0.03262805938720703,feasible_and_dc,True
84,j10_PSP_24,7,33,33,0.03432798385620117,0.0053479671478271484,0.18350481986999512,0.002343893051147461,0.0323338508605957,feasible_and_dc,True
85,j10_PSP_24,8,33,33,0.03432798385620117,0.0053479671478271484,0.18350481986999512,0.0023107528686523438,0.03130793571472168,feasible_and_dc,True
86,j10_PSP_24,9,33,33,0.03432798385620117,0.0053479671478271484,0.18350481986999512,0.0023109912872314453,0.0313870906829834,feasible_and_dc,True
87,j10_PSP_25,0,inf,inf,0.03214216232299805,0.0055849552154541016,0.1832890510559082,0.0,0,feasible_but_not_dc,
88,j10_PSP_26,0,inf,inf,0.029495954513549805,0.0,0.0,0.0,0,infeasible,
89,j10_PSP_27,0,inf,inf,0.028734922409057617,0.0,0.0,0.0,0,infeasible,
90,j10_PSP_28,0,33,32,0.031867027282714844,0.005837202072143555,0.1847388744354248,0.002401113510131836,0.03361821174621582,feasible_and_dc,True
91,j10_PSP_28,1,34,32,0.031867027282714844,0.005837202072143555,0.1847388744354248,0.0021932125091552734,0.032379150390625,feasible_and_dc,True
92,j10_PSP_28,2,37,37,0.031867027282714844,0.005837202072143555,0.1847388744354248,0.002233266830444336,0.032920122146606445,feasible_and_dc,True
93,j10_PSP_28,3,35,35,0.031867027282714844,0.005837202072143555,0.1847388744354248,0.0022072792053222656,0.03226113319396973,feasible_and_dc,True
94,j10_PSP_28,4,34,34,0.031867027282714844,0.005837202072143555,0.1847388744354248,0.0023040771484375,0.032462120056152344,feasible_and_dc,True
95,j10_PSP_28,5,35,33,0.031867027282714844,0.005837202072143555,0.1847388744354248,0.002223968505859375,0.032646894454956055,feasible_and_dc,True
96,j10_PSP_28,6,34,32,0.031867027282714844,0.005837202072143555,0.1847388744354248,0.002201080322265625,0.03286910057067871,feasible_and_dc,True
97,j10_PSP_28,7,35,33,0.031867027282714844,0.005837202072143555,0.1847388744354248,0.0021839141845703125,0.031995296478271484,feasible_and_dc,True
98,j10_PSP_28,8,35,33,0.031867027282714844,0.005837202072143555,0.1847388744354248,0.0021789073944091797,0.03143811225891113,feasible_and_dc,True
99,j10_PSP_28,9,33,31,0.031867027282714844,0.005837202072143555,0.1847388744354248,0.002235889434814453,0.03266191482543945,feasible_and_dc,True
100,j10_PSP_29,0,32,29,0.03206181526184082,0.004870891571044922,0.18233919143676758,0.002408742904663086,0.034304141998291016,feasible_and_dc,True
101,j10_PSP_29,1,33,28,0.03206181526184082,0.004870891571044922,0.18233919143676758,0.002325773239135742,0.03271794319152832,feasible_and_dc,True
102,j10_PSP_29,2,33,29,0.03206181526184082,0.004870891571044922,0.18233919143676758,0.0022268295288085938,0.03287792205810547,feasible_and_dc,True
103,j10_PSP_29,3,34,34,0.03206181526184082,0.004870891571044922,0.18233919143676758,0.0022401809692382812,0.039823055267333984,feasible_and_dc,True
104,j10_PSP_29,4,32,32,0.03206181526184082,0.004870891571044922,0.18233919143676758,0.002259969711303711,0.03397989273071289,feasible_and_dc,True
105,j10_PSP_29,5,34,30,0.03206181526184082,0.004870891571044922,0.18233919143676758,0.0024127960205078125,0.03371596336364746,feasible_and_dc,True
106,j10_PSP_29,6,34,32,0.03206181526184082,0.004870891571044922,0.18233919143676758,0.002285003662109375,0.03381609916687012,feasible_and_dc,True
107,j10_PSP_29,7,34,32,0.03206181526184082,0.004870891571044922,0.18233919143676758,0.0022530555725097656,0.03381824493408203,feasible_and_dc,True
108,j10_PSP_29,8,33,33,0.03206181526184082,0.004870891571044922,0.18233919143676758,0.0022711753845214844,0.03393721580505371,feasible_and_dc,True
109,j10_PSP_29,9,34,29,0.03206181526184082,0.004870891571044922,0.18233919143676758,0.0022411346435546875,0.03389620780944824,feasible_and_dc,True
110,j10_PSP_30,0,inf,inf,0.0342860221862793,0.0056760311126708984,0.18639898300170898,0.0,0,feasible_but_not_dc,
111,j10_PSP_31,0,inf,inf,0.031039953231811523,0.0,0.0,0.0,0,infeasible,
112,j10_PSP_32,0,inf,inf,0.03020000457763672,0.0,0.0,0.0,0,infeasible,
113,j10_PSP_33,0,73,73,0.056890010833740234,0.005816936492919922,0.18896198272705078,0.002694845199584961,0.07477307319641113,feasible_and_dc,True
114,j10_PSP_33,1,63,56,0.056890010833740234,0.005816936492919922,0.18896198272705078,0.0026540756225585938,0.035407066345214844,feasible_and_dc,True
115,j10_PSP_33,2,65,60,0.056890010833740234,0.005816936492919922,0.18896198272705078,0.002635955810546875,0.03428912162780762,feasible_and_dc,True
116,j10_PSP_33,3,75,66,0.056890010833740234,0.005816936492919922,0.18896198272705078,0.002540111541748047,0.033483028411865234,feasible_and_dc,True
117,j10_PSP_33,4,64,58,0.056890010833740234,0.005816936492919922,0.18896198272705078,0.002578258514404297,0.03333926200866699,feasible_and_dc,True
118,j10_PSP_33,5,63,63,0.056890010833740234,0.005816936492919922,0.18896198272705078,0.002633810043334961,0.05706501007080078,feasible_and_dc,True
119,j10_PSP_33,6,62,62,0.056890010833740234,0.005816936492919922,0.18896198272705078,0.002630949020385742,0.07215166091918945,feasible_and_dc,True
120,j10_PSP_33,7,77,77,0.056890010833740234,0.005816936492919922,0.18896198272705078,0.0025589466094970703,0.05871891975402832,feasible_and_dc,True
121,j10_PSP_33,8,67,64,0.056890010833740234,0.005816936492919922,0.18896198272705078,0.0026450157165527344,0.05829191207885742,feasible_and_dc,True
122,j10_PSP_33,9,64,61,0.056890010833740234,0.005816936492919922,0.18896198272705078,0.0025649070739746094,0.07481789588928223,feasible_and_dc,True
123,j10_PSP_34,0,inf,inf,0.07664275169372559,0.04148292541503906,0.19097495079040527,0.0,0,feasible_but_not_dc,
124,j10_PSP_35,0,inf,inf,0.05659604072570801,0.006869077682495117,0.1854562759399414,0.0,0,feasible_but_not_dc,
125,j10_PSP_36,0,inf,inf,0.03468799591064453,0.0071353912353515625,0.18633079528808594,0.0,0,feasible_but_not_dc,
126,j10_PSP_37,0,inf,inf,0.04804682731628418,0.006654977798461914,0.18564724922180176,0.0,0,feasible_but_not_dc,
127,j10_PSP_38,0,inf,inf,0.054499149322509766,0.006730318069458008,0.18561697006225586,0.0,0,feasible_but_not_dc,
128,j10_PSP_39,0,inf,inf,0.03586983680725098,0.007297992706298828,0.18892312049865723,0.0,0,feasible_but_not_dc,
129,j10_PSP_40,0,inf,inf,0.030853986740112305,0.0,0.0,0.0,0,infeasible,
130,j10_PSP_41,0,inf,inf,0.029436826705932617,0.0,0.0,0.0,0,infeasible,
131,j10_PSP_42,0,inf,inf,0.029181957244873047,0.0,0.0,0.0,0,infeasible,
132,j10_PSP_43,0,inf,inf,0.03235816955566406,0.006415128707885742,0.18660616874694824,0.0,0,feasible_but_not_dc,
133,j10_PSP_44,0,inf,inf,0.08387994766235352,0.00663304328918457,0.18706417083740234,0.0,0,feasible_but_not_dc,
134,j10_PSP_45,0,inf,inf,0.03382611274719238,0.006504058837890625,0.18543291091918945,0.0,0,feasible_but_not_dc,
135,j10_PSP_46,0,32,32,0.03407883644104004,0.005185127258300781,0.18157291412353516,0.002524852752685547,0.035001277923583984,feasible_and_dc,True
136,j10_PSP_46,1,31,29,0.03407883644104004,0.005185127258300781,0.18157291412353516,0.002385854721069336,0.03411722183227539,feasible_and_dc,True
137,j10_PSP_46,2,36,33,0.03407883644104004,0.005185127258300781,0.18157291412353516,0.0025169849395751953,0.03483009338378906,feasible_and_dc,True
138,j10_PSP_46,3,31,30,0.03407883644104004,0.005185127258300781,0.18157291412353516,0.0023212432861328125,0.034503936767578125,feasible_and_dc,True
139,j10_PSP_46,4,inf,NotImplementedYet,0.03407883644104004,0.005185127258300781,0.18157291412353516,0.0013799667358398438,NotImplementedYet,feasible_and_dc_but_rte_error,
140,j10_PSP_46,5,31,30,0.03407883644104004,0.005185127258300781,0.18157291412353516,0.0023260116577148438,0.03386425971984863,feasible_and_dc,True
141,j10_PSP_46,6,30,28,0.03407883644104004,0.005185127258300781,0.18157291412353516,0.002335071563720703,0.0344698429107666,feasible_and_dc,True
142,j10_PSP_46,7,30,28,0.03407883644104004,0.005185127258300781,0.18157291412353516,0.0023431777954101562,0.033783912658691406,feasible_and_dc,True
143,j10_PSP_46,8,31,28,0.03407883644104004,0.005185127258300781,0.18157291412353516,0.0023119449615478516,0.03313493728637695,feasible_and_dc,True
144,j10_PSP_46,9,34,31,0.03407883644104004,0.005185127258300781,0.18157291412353516,0.002373218536376953,0.03214311599731445,feasible_and_dc,True
145,j10_PSP_47,0,inf,inf,0.04930424690246582,0.0059010982513427734,0.1801600456237793,0.0,0,feasible_but_not_dc,
146,j10_PSP_48,0,inf,inf,0.03148078918457031,0.0,0.0,0.0,0,infeasible,
147,j10_PSP_49,0,28,25,0.03460192680358887,0.04441094398498535,0.19008588790893555,0.0024938583374023438,0.034291982650756836,feasible_and_dc,True
148,j10_PSP_49,1,28,26,0.03460192680358887,0.04441094398498535,0.19008588790893555,0.002302408218383789,0.03334999084472656,feasible_and_dc,True
149,j10_PSP_49,2,25,24,0.03460192680358887,0.04441094398498535,0.19008588790893555,0.002382040023803711,0.03346681594848633,feasible_and_dc,True
150,j10_PSP_49,3,24,24,0.03460192680358887,0.04441094398498535,0.19008588790893555,0.002321958541870117,0.03256702423095703,feasible_and_dc,True
151,j10_PSP_49,4,28,28,0.03460192680358887,0.04441094398498535,0.19008588790893555,0.002359151840209961,0.034004926681518555,feasible_and_dc,True
152,j10_PSP_49,5,27,27,0.03460192680358887,0.04441094398498535,0.19008588790893555,0.0022988319396972656,0.03336310386657715,feasible_and_dc,True
153,j10_PSP_49,6,28,25,0.03460192680358887,0.04441094398498535,0.19008588790893555,0.0023810863494873047,0.03297090530395508,feasible_and_dc,True
154,j10_PSP_49,7,29,29,0.03460192680358887,0.04441094398498535,0.19008588790893555,0.002316713333129883,0.0330348014831543,feasible_and_dc,True
155,j10_PSP_49,8,27,25,0.03460192680358887,0.04441094398498535,0.19008588790893555,0.0024290084838867188,0.03255200386047363,feasible_and_dc,True
156,j10_PSP_49,9,26,24,0.03460192680358887,0.04441094398498535,0.19008588790893555,0.0022978782653808594,0.03229999542236328,feasible_and_dc,True
157,j10_PSP_50,0,inf,inf,0.059580087661743164,0.00600433349609375,0.1856708526611328,0.0,0,feasible_but_not_dc,
158,j10_PSP_51,0,inf,inf,0.03121471405029297,0.0,0.0,0.0,0,infeasible,
159,j10_PSP_52,0,inf,inf,0.03394913673400879,0.005588054656982422,0.18473100662231445,0.0,0,feasible_but_not_dc,
160,j10_PSP_53,0,inf,inf,0.03399825096130371,0.005277872085571289,0.1868729591369629,0.0,0,feasible_but_not_dc,
161,j10_PSP_54,0,inf,inf,0.034529924392700195,0.005631923675537109,0.18636488914489746,0.0,0,feasible_but_not_dc,
162,j10_PSP_55,0,inf,inf,0.03241705894470215,0.0,0.0,0.0,0,infeasible,
163,j10_PSP_56,0,inf,inf,0.03304767608642578,0.005326032638549805,0.18014168739318848,0.0,0,feasible_but_not_dc,
164,j10_PSP_57,0,inf,inf,0.03314399719238281,0.006803989410400391,0.18311214447021484,0.0,0,feasible_but_not_dc,
165,j10_PSP_58,0,19,19,0.0340120792388916,0.006574153900146484,0.18378782272338867,0.002312898635864258,0.0350039005279541,feasible_and_dc,True
166,j10_PSP_58,1,19,19,0.0340120792388916,0.006574153900146484,0.18378782272338867,0.0022039413452148438,0.034607648849487305,feasible_and_dc,True
167,j10_PSP_58,2,19,19,0.0340120792388916,0.006574153900146484,0.18378782272338867,0.002185821533203125,0.03451895713806152,feasible_and_dc,True
168,j10_PSP_58,3,19,19,0.0340120792388916,0.006574153900146484,0.18378782272338867,0.002330780029296875,0.034095048904418945,feasible_and_dc,True
169,j10_PSP_58,4,19,19,0.0340120792388916,0.006574153900146484,0.18378782272338867,0.0021429061889648438,0.034193992614746094,feasible_and_dc,True
170,j10_PSP_58,5,20,19,0.0340120792388916,0.006574153900146484,0.18378782272338867,0.0021932125091552734,0.033367156982421875,feasible_and_dc,True
171,j10_PSP_58,6,19,19,0.0340120792388916,0.006574153900146484,0.18378782272338867,0.0021660327911376953,0.03286099433898926,feasible_and_dc,True
172,j10_PSP_58,7,19,19,0.0340120792388916,0.006574153900146484,0.18378782272338867,0.0021491050720214844,0.0322871208190918,feasible_and_dc,True
173,j10_PSP_58,8,19,19,0.0340120792388916,0.006574153900146484,0.18378782272338867,0.002176046371459961,0.03372001647949219,feasible_and_dc,True
174,j10_PSP_58,9,19,19,0.0340120792388916,0.006574153900146484,0.18378782272338867,0.002141237258911133,0.03194117546081543,feasible_and_dc,True
